labels,text,text_hi,text_de
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe","Lay आदमी! बस आप जानते हैं कि आप चूक रहे हैं और सोचा बंद है. एक महान दिन है. और अगर आप मुझे umbob और ugoo की संख्या, बीमार सराहना कर सकते हैं.","Der LAY MAN! Nur um Sie wissen zu lassen, Sie sind vermisst und dachte ab. Haben Sie einen tollen Tag. Und wenn Sie mir Bimbo und Ugo's Zahlen senden können, schlecht schätzen. Sicher"
ham,Detroit. The home of snow. Enjoy it.,"नियमित रूप से, बर्फ के घर का आनंद लीजिए ।","Detroit, die Heimat des Schnees."
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,अच्छा रंग दिखाएँ! यूरो 2004-4- 1 प्रस्ताव! फोटो के लिए निम्न सेवा संदेश पर क्लिक करें!,Show ur colors! Euro 2004 2-4-1 Angebot! Holen Sie sich eine England Flagge & 3Lions Ton auf ur Telefon! Klicken Sie auf die folgende Service-Nachricht für Informationen!
ham,Okie...,ओकी...,"Okay, das ist okay."
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way","एक कड़ा, मैं एक दोस्त के कमरे में ठंडा हूँ तो मुझे पाठ जब आप रास्ते पर हैं","Ach, ich kühle im Zimmer eines Freundes, also sims mir, wenn du unterwegs bist."
ham,Is toshiba portege m100 gd?,किशीबा पोर्टर 100 gd है?,Ist Toshiba Portege m100 gd?
ham,Well welp is sort of a semiobscure internet thing,खैर Wlp एक अर्धहीन इंटरनेट बात की तरह है,Nun Welp ist eine Art semiobscure Internet-Sache
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,पाठ PAS से 6969 तक आपके पॉलीफ़ोटोनोटन्स को जमा करने के लिए. सामान्य आरोप केवल लागू होते हैं. अपने स्वरों का आनंद लीजिए.,"Text PASS bis 69669, um Ihre polyphonen Klingeltöne zu sammeln. Normale gprs Gebühren gelten nur. Genießen Sie Ihre Töne"
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send","मैं फिर कहता हूँ, सिर्फ अपने मोबाइल फोन पर शब्द ठीक है और भेजने के लिए","entsprechend. Ich wiederhole, simse einfach das Wort ok auf Ihrem Handy und senden"
ham,Loosu go to hospital. De dont let it careless.,Loosu अस्पताल जाने के लिए. इसे लापरवाह मत होने दीजिए.,Loosu geht ins Krankenhaus und lässt es nicht sorglos sein.
ham,How much for an eighth?,आठवें के लिए कितना?,Wie viel für einen Achten?
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,ओम्हन मुझे पागल कर रही है. वह मेरे सभी दोस्तों को मेरे चित्र खोजने के लिए देख रही है. और फिर वह मेरे स्थान पर सामान के बारे में पूछ रही है जो मैं भी एक साल की तरह नहीं है.,"Omg Joanna macht mir Angst. Sie hat durch all meine Freunde gesucht, um Fotos von mir zu finden. Und dann fragt sie nach Sachen auf meinem MySpace, die ich noch nicht einmal ein Jahr angemeldet habe. :/"
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.","महीने और साल के साथ जन्म की तारीख भेजें, मैं अलग से जीवन जीवन का नाम होगा. और गणना की विधि. जवाब देना चाहिए.","Senden ur birthdate mit Monat und Jahr, Ich werde tel u ur LIFE PARTNER's Name. und die Methode der Berechnung. Antworten müssen."
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,जूज़ अब जाग गया है तो थोड़ा धुंधला... क्या पिताजी बाहर चला गया... मैं अब स्लेटो...,"Juz ist jetzt nicht aufgewacht, so dass ein bisschen verwischt... kann? Dad ging aus Liao... ich kann jetzt nicht Cum oso..."
ham,"How about clothes, jewelry, and trips?","कैसे कपड़ों, गहनों, और यात्रा के बारे में?","Wie wäre es mit Kleidung, Schmuck und Ausflügen?"
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,ब्लॉक ब्रेकर अब Daci-C से नए सुविधाओं और महान चित्र के साथ आता है. BablUE का जवाब देने के द्वारा सिर्फ skixE और चुनौती लेने के लिए खरीदते हैं,Block Breaker kommt jetzt in Deluxe-Format mit neuen Funktionen und tolle Grafiken von T-Mobile. Kaufen Sie für nur £5 durch Antwort GET BBDELUXE und nehmen Sie die Herausforderung
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,मुझे बहुत चाय और सूप की ज़रूरत होगी किसी भी तरह की ठोकर से पहले!,Ein Kuscheln wäre üppig! Ich brauche viel Tee und Suppe vor jeder Art von Fummeln!
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,महत्वपूर्ण जानकारी 4 नारंगी उपयोक्ता. आज आपका भाग्यशाली दिन है!2 चित्र करो कि क्यों http://www.lay.com पर लॉग करें.,"wichtige Informationen 4 orange Benutzer. heute ist Ihr Glückstag!2 finden Sie heraus, warum loggen Sie sich auf http://www.urawinner.com There's A FANTASTIC SurPRISE AWAITING YOU!"
ham,I am late. I will be there at,"मैं देर कर रहा हूँ, मैं वहाँ हो जाएगा",Ich komme zu spät.
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,"एक आदमी - पिछले सप्ताह की दुःखद कहानी मेरे s' दिन थी. मेरी पत्नी मुझे नहीं चाहते थे. मेरे माता-पिता भूल गए थे, तो मेरे बच्चे थे. मैं काम करने के लिए चला गया. यहाँ तक कि मेरे कॉल्स भी नहीं चाहता था.",Traurige Geschichte von einem Mann - Letzte Woche war mein b'day. Meine Frau wollte mich nicht. Meine Eltern vergaßen n so meine Kinder. Ich ging zur Arbeit. Sogar meine Kollegen nicht wünschen.
ham,Are you plans with your family set in stone ?,क्या आप अपने परिवार के साथ पत्थर में सेट योजना बना रहे हैं?,Hast du Pläne mit deiner Familie in Stein gemeißelt?
ham,Pls dont forget to study,ऐसे में आप क्या कर सकते हैं?,Pls nicht vergessen zu studieren
ham,You'll never believe this but i have actually got off at taunton. Wow,आप इस पर कभी विश्वास नहीं करेंगे लेकिन मैं वास्तव में clon पर बंद हो गया है. वाह,"Du wirst das nie glauben, aber ich bin in Taunton davongekommen."
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat...","केवल सप्ताह के लिए विशेष दाम मिल गया... Hiz... Hiz... siz... stamo खा सकते हैं... ougoughughught जब तक मैं समाप्त नहीं कर सकते हैं, दोपहर के भोजन के खाने के लिए अभी भी खाने के लिए...","Den nur Wochentage bekamen Sonderpreis... Haiz... Cant essen Liao... Schneiden Nägel oso muz warten, bis ich fertig drivin wat, Mittagessen immer noch muz essen wat..."
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,वह सिर्फ कारणों की एक सूची नीचे तोड़ दिया...... शहर में कोई भी नहीं है और मैं नहीं बता सकता है कि क्या वह अपमान हो रहा है या सिर्फ fackly हो रहा है,"Sie hat gerade eine Liste von Gründen, warum niemand in der Stadt ist und ich kann nicht sagen, ob sie sarkastisch oder einfach nur foggy ist"
